label,message
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
ham,Oh yeah I forgot. U can only take 2 out shopping at once.
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
ham,Do you hide anythiing or keeping distance from me
ham,:-( sad puppy noise
spam,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. "
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
ham,Nah im goin 2 the wrks with j wot bout u?
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
ham,What's up. Do you want me to come online?
ham,To day class is there are no class.
ham,Thankyou so much for the call. I appreciate your care.
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
ham,Ok lor thanx... Ü in school?
ham,I called and said all to him:)then he have to choose this future.
ham,I'm coming home 4 dinner.
ham,I attended but nothing is there.
ham,Hope you are feeling great. Pls fill me in. Abiola
ham,I have lost 10 kilos as of today!
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
ham,Dear umma she called me now :-)
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
ham,That's the way you should stay oh.
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
ham,Yes fine 
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
ham,Lol. Well quality aint bad at all so i aint complaining
ham,Alright took the morphine. Back in yo.
ham,Its sunny in california. The weather's just cool
ham,"Sorry, I'll call later ok bye"
ham,Mom wants to know where you at
ham,Send me your id and password
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
ham,Still in customer place
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
ham,I tot u reach liao. He said t-shirt.
ham,Thanx 4 sending me home...
ham,"Sorry, I can't help you on this."
ham,What is important is that you prevent dehydration by giving her enough fluids
ham,Po de :-):):-):-):-). No need job aha.
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
ham,What's the significance?
ham,Ok. Me watching tv too.
ham,Ü still attending da talks?
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
ham,"Come round, it's . "
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
ham,Good morning princess! Happy New Year!
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
ham,K:)k:)good:)study well.
ham,Enjoy urself tmr...
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
ham,I can ask around but there's not a lot in terms of mids up here
ham,I think the other two still need to get cash but we can def be ready by 9
ham,Gam gone after outstanding innings.
ham,"Alright omw, gotta change my order to a half8th"
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
ham,Play w computer? Aiyah i tok 2 u lor?
ham,It shall be fine. I have avalarr now. Will hollalater
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
ham,Can not use foreign stamps in this country.
ham,Ok set let u noe e details later...
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. 
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
ham,"Lol, oh you got a friend for the dog ?"
ham,Mm yes dear look how i am hugging you both. :-P
ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James."
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
ham,Howz pain?hope u r fine..
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
ham,Tell me whos this pls:-)
ham,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."""
ham,I'll be at mu in like  &lt;#&gt;  seconds
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
ham,Thanks. Fills me with complete calm and reassurance! 
ham,I didnt get anything da
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
ham,Infact happy new year. How are you where are you when are we seeing
ham,I doubt you could handle 5 times per night in any case...
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
ham,I've told you everything will stop. Just dont let her get dehydrated.
spam,85233 FREE>Ringtone!Reply REAL
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
ham,I have gone into get info bt dont know what to do
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
ham,Just wait till end of march when el nino gets himself. Oh.
ham,Once free call me sir.
ham,I'm hungry buy smth home...
ham,Ok no prob... I'll come after lunch then...
ham,IM LATE TELLMISS IM ON MY WAY
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
ham,U attend ur driving lesson how many times a wk n which day?
ham,So when do you wanna gym?
spam,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
ham,If you don't respond imma assume you're still asleep and imma start calling n shit
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
ham,If you r @ home then come down within 5 min
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
ham,"Its ok, if anybody asks abt me, u tel them..:-P"
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
ham,May i call You later Pls
ham,Nobody can decide where to eat and dad wants Chinese
ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
spam,"449050000301 You have won a £2,000 price! To claim, call 09050000301."
ham,I just really need shit before tomorrow and I know you won't be awake before like 6
ham,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off"
ham,You were supposed to wake ME up &gt;:(
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
